Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint,
24593;Spout Spring;VA;37.320709;-78.91071;-5;1;37.320709,-78.91071
22520;Montross;VA;38.129822;-76.76155;-5;1;38.129822,-76.76155
23117;Mineral;VA;38.007186;-77.86809;-5;1;38.007186,-77.86809
22240;Arlington;VA;38.856623;-77.051788;-5;1;38.856623,-77.051788
22742;Sumerduck;VA;38.456916;-77.7009;-5;1;38.456916,-77.7009
23222;Richmond;VA;37.573595;-77.42504;-5;1;37.573595,-77.42504
24352;Laurel Fork;VA;36.708515;-80.52791;-5;1;36.708515,-80.52791
24592;South Boston;VA;36.701855;-78.92008;-5;1;36.701855,-78.92008
22313;Alexandria;VA;38.815762;-77.09005;-5;1;38.815762,-77.09005
22973;Stanardsville;VA;38.301191;-78.46396;-5;1;38.301191,-78.46396
24053;Ararat;VA;36.618824;-80.53102;-5;1;36.618824,-80.53102
22217;Arlington;VA;38.880811;-77.11295;-5;1;38.880811,-77.11295
22205;Arlington;VA;38.88275;-77.13999;-5;1;38.88275,-77.13999
22969;Schuyler;VA;37.792343;-78.69417;-5;1;37.792343,-78.69417
23226;Richmond;VA;37.581696;-77.51709;-5;1;37.581696,-77.51709
23609;Newport News;VA;37.195924;-76.524805;-5;1;37.195924,-76.524805
20111;Manassas;VA;38.769697;-77.44915;-5;1;38.769697,-77.44915
20129;Paeonian Springs;VA;39.149032;-77.61471;-5;1;39.149032,-77.61471
23810;Cape Charles;VA;37.268263;-76.007162;-5;1;37.268263,-76.007162
20166;Sterling;VA;39.004276;-77.43442;-5;1;39.004276,-77.43442
22393;Fishersville;VA;38.103819;-78.963004;-5;1;38.103819,-78.963004
22725;Leon;VA;38.428509;-78.267848;-5;1;38.428509,-78.267848
22938;Faber;VA;37.85583;-78.77546;-5;1;37.85583,-78.77546
22963;Palmyra;VA;37.871021;-78.30837;-5;1;37.871021,-78.30837
22226;Arlington;VA;38.883358;-77.10281;-5;1;38.883358,-77.10281
22558;Stratford;VA;38.121793;-76.79025;-5;1;38.121793,-76.79025
23314;Carrollton;VA;36.940626;-76.5378;-5;1;36.940626,-76.5378
22626;Fishers Hill;VA;38.980286;-78.4011;-5;1;38.980286,-78.4011
23219;Richmond;VA;37.541046;-77.43536;-5;1;37.541046,-77.43536
23847;Emporia;VA;36.68627;-77.56121;-5;1;36.68627,-77.56121
24043;Roanoke;VA;37.269168;-79.939905;-5;1;37.269168,-79.939905
20107;Arcola;VA;38.968321;-77.533263;-5;1;38.968321,-77.533263
20178;Leesburg;VA;39.072918;-77.608014;-5;1;39.072918,-77.608014
22577;Sandy Point;VA;38.067325;-76.550274;-5;1;38.067325,-76.550274
22624;Clear Brook;VA;39.26582;-78.08496;-5;1;39.26582,-78.08496
24092;Glade Hill;VA;37.014685;-79.75335;-5;1;37.014685,-79.75335
22974;Troy;VA;37.959376;-78.26353;-5;1;37.959376,-78.26353
23123;New Canton;VA;37.663039;-78.2868;-5;1;37.663039,-78.2868
24050;Roanoke;VA;37.555083;-79.786151;-5;1;37.555083,-79.786151
24281;Rose Hill;VA;36.65364;-83.34736;-5;1;36.65364,-83.34736
23084;Kents Store;VA;37.90198;-78.09647;-5;1;37.90198,-78.09647
24450;Lexington;VA;37.794344;-79.47658;-5;1;37.794344,-79.47658
23064;Grimstead;VA;37.50519;-76.29784;-5;1;37.50519,-76.29784
23240;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
23460;Virginia Beach;VA;36.837598;-76.026053;-5;1;36.837598,-76.026053
23081;Jamestown;VA;37.223482;-76.783317;-5;1;37.223482,-76.783317
24520;Alton;VA;36.561396;-79.05268;-5;1;36.561396,-79.05268
24529;Buffalo Junction;VA;36.631531;-78.63806;-5;1;36.631531,-78.63806
23958;Pamplin;VA;37.264896;-78.66558;-5;1;37.264896,-78.66558
23842;Disputanta;VA;37.126708;-77.23281;-5;1;37.126708,-77.23281
22841;Mount Crawford;VA;38.358334;-78.90667;-5;1;38.358334,-78.90667
20167;Sterling;VA;39.085309;-77.645224;-5;1;39.085309,-77.645224
24114;Martinsville;VA;36.679571;-79.865168;-5;1;36.679571,-79.865168
20101;Dulles;VA;39.002125;-77.442066;-5;1;39.002125,-77.442066
22047;Falls Church;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
23841;Dinwiddie;VA;37.055849;-77.56349;-5;1;37.055849,-77.56349
23431;Smithfield;VA;36.898915;-76.687745;-5;1;36.898915,-76.687745
22937;Esmont;VA;37.79922;-78.61263;-5;1;37.79922,-78.61263
23966;Rice;VA;37.284087;-78.27559;-5;1;37.284087,-78.27559
23999;Richmond;VA;37.561962;-77.425452;-5;1;37.561962,-77.425452
24127;New Castle;VA;37.505033;-80.17302;-5;1;37.505033,-80.17302
24553;Gladstone;VA;37.541726;-78.80777;-5;1;37.541726,-78.80777
22471;Hartwood;VA;38.39933;-77.581351;-5;1;38.39933,-77.581351
23894;Wilsons;VA;37.127935;-77.83918;-5;1;37.127935,-77.83918
23279;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
23018;Bena;VA;37.418242;-76.508402;-5;1;37.418242,-76.508402
23452;Virginia Beach;VA;36.839209;-76.09333;-5;1;36.839209,-76.09333
24528;Brookneal;VA;37.079385;-78.90765;-5;1;37.079385,-78.90765
24624;Keen Mountain;VA;37.204272;-81.97936;-5;1;37.204272,-81.97936
24269;McClure;VA;37.103304;-82.37613;-5;1;37.103304,-82.37613
23139;Powhatan;VA;37.55563;-77.90048;-5;1;37.55563,-77.90048
23238;Richmond;VA;37.733844;-77.888082;-5;1;37.733844,-77.888082
20144;Delaplane;VA;38.918435;-77.9255;-5;1;38.918435,-77.9255
24442;Head Waters;VA;38.345202;-79.38497;-5;1;38.345202,-79.38497
24089;Fieldale;VA;36.70487;-79.95681;-5;1;36.70487,-79.95681
22215;Arlington;VA;38.880811;-77.11295;-5;1;38.880811,-77.11295
22528;Nuttsville;VA;37.713175;-76.409946;-5;1;37.713175,-76.409946
23396;Oak Hall;VA;37.923682;-75.555142;-5;1;37.923682,-75.555142
24036;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
24538;Concord;VA;37.343394;-78.96433;-5;1;37.343394,-78.96433
22737;Rixeyville;VA;38.588409;-77.98995;-5;1;38.588409,-77.98995
23814;Gloucester Point;VA;37.285231;-76.531577;-5;1;37.285231,-76.531577
22158;Springfield;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
22407;Fredericksburg;VA;38.271028;-77.5559;-5;1;38.271028,-77.5559
22565;Thornburg;VA;38.137216;-77.518865;-5;1;38.137216,-77.518865
22835;Luray;VA;38.665615;-78.45621;-5;1;38.665615,-78.45621
24588;Rustburg;VA;37.268024;-79.11686;-5;1;37.268024,-79.11686
23234;Richmond;VA;37.457341;-77.4658;-5;1;37.457341,-77.4658
23515;Norfolk;VA;36.931166;-76.23972;-5;1;36.931166,-76.23972
23090;Lightfoot;VA;37.235892;-76.445567;-5;1;37.235892,-76.445567
24143;Radford;VA;37.122583;-80.562913;-5;1;37.122583,-80.562913
24535;Cluster Springs;VA;36.611317;-78.945519;-5;1;36.611317,-78.945519
24540;Danville;VA;36.622638;-79.39998;-5;1;36.622638,-79.39998
22610;Bentonville;VA;38.822506;-78.27368;-5;1;38.822506,-78.27368
24565;Java;VA;36.842686;-79.19748;-5;1;36.842686,-79.19748
22815;Broadway;VA;38.619654;-78.80513;-5;1;38.619654,-78.80513
20131;Philomont;VA;39.057952;-77.743423;-5;1;39.057952,-77.743423
22460;Farnham;VA;37.858952;-76.63263;-5;1;37.858952,-76.63263
22905;Charlottesville;VA;38.040101;-78.485066;-5;1;38.040101,-78.485066
24136;Pembroke;VA;37.31803;-80.62267;-5;1;37.31803,-80.62267
23514;Norfolk;VA;36.931166;-76.23972;-5;1;36.931166,-76.23972
24319;Chilhowie;VA;36.776534;-81.65827;-5;1;36.776534,-81.65827
22630;Front Royal;VA;38.926615;-78.17499;-5;1;38.926615,-78.17499
24022;Roanoke;VA;37.278439;-79.933206;-5;1;37.278439,-79.933206
24038;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
22433;Burr Hill;VA;38.343691;-77.85964;-5;1;38.343691,-77.85964
22124;Oakton;VA;38.88619;-77.32402;-5;1;38.88619,-77.32402
23124;New Kent;VA;37.545276;-77.06664;-5;1;37.545276,-77.06664
23223;Richmond;VA;37.544746;-77.40085;-5;1;37.544746,-77.40085
24348;Independence;VA;36.626454;-81.16554;-5;1;36.626454,-81.16554
20138;Calverton;VA;38.630238;-77.67295;-5;1;38.630238,-77.67295
24250;Fort Blackmore;VA;36.759614;-82.59473;-5;1;36.759614,-82.59473
22451;Dogue;VA;38.271077;-77.17261;-5;1;38.271077,-77.17261
23664;Hampton;VA;37.056778;-76.29373;-5;1;37.056778,-76.29373
24211;Abingdon;VA;36.657812;-81.96207;-5;1;36.657812,-81.96207
24131;Paint Bank;VA;37.562902;-80.2538;-5;1;37.562902,-80.2538
23289;Richmond;VA;37.531296;-77.416103;-5;1;37.531296,-77.416103
23511;Norfolk;VA;36.935579;-76.303417;-5;1;36.935579,-76.303417
22729;Mitchells;VA;38.373645;-78.0165;-5;1;38.373645,-78.0165
23397;Isle Of Wight;VA;36.898915;-76.687745;-5;1;36.898915,-76.687745
24411;Augusta Springs;VA;38.091705;-79.322363;-5;1;38.091705,-79.322363
22534;Partlow;VA;38.08157;-77.66795;-5;1;38.08157,-77.66795
23131;Ordinary;VA;37.312159;-76.518831;-5;1;37.312159,-76.518831
24133;Patrick Springs;VA;36.677978;-80.13511;-5;1;36.677978,-80.13511
24338;Fries;VA;36.718307;-80.978273;-5;1;36.718307,-80.978273
23023;Bruington;VA;37.777938;-76.95055;-5;1;37.777938,-76.95055
23479;Virginia Beach;VA;36.795669;-76.012628;-5;1;36.795669,-76.012628
24627;Mavisdale;VA;37.287992;-82.027408;-5;1;37.287992,-82.027408
23827;Boykins;VA;36.602472;-77.20851;-5;1;36.602472,-77.20851
24026;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
22469;Hague;VA;38.093956;-76.64055;-5;1;38.093956,-76.64055
22939;Fishersville;VA;38.104457;-78.97416;-5;1;38.104457,-78.97416
24586;Ringgold;VA;36.595244;-79.28647;-5;1;36.595244,-79.28647
24602;Bandy;VA;37.170062;-81.64412;-5;1;37.170062,-81.64412
20105;Aldie;VA;38.964054;-77.60878;-5;1;38.964054,-77.60878
24168;Stanleytown;VA;36.734651;-79.94572;-5;1;36.734651,-79.94572
23694;Lackey;VA;37.223152;-76.55901;-5;1;37.223152,-76.55901
24142;Radford;VA;37.138427;-80.55031;-5;1;37.138427,-80.55031
22120;Merrifield;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
24058;Belspring;VA;37.189876;-80.59761;-5;1;37.189876,-80.59761
22943;Greenwood;VA;38.039928;-78.75894;-5;1;38.039928,-78.75894
23955;Nottoway;VA;37.116094;-78.057832;-5;1;37.116094,-78.057832
23483;Wattsville;VA;37.943726;-75.502306;-5;1;37.943726,-75.502306
22060;Fort Belvoir;VA;38.71299;-77.16615;-5;1;38.71299,-77.16615
22225;Arlington;VA;38.880811;-77.11295;-5;1;38.880811,-77.11295
20160;Lincoln;VA;39.098479;-77.688338;-5;1;39.098479,-77.688338
23850;Ford;VA;37.169066;-77.74358;-5;1;37.169066,-77.74358
24476;Steeles Tavern;VA;38.179715;-79.141332;-5;1;38.179715,-79.141332
22637;Gore;VA;39.247386;-78.35444;-5;1;39.247386,-78.35444
22656;Stephenson;VA;39.230131;-78.09992;-5;1;39.230131,-78.09992
22472;Haynesville;VA;37.950511;-76.636722;-5;1;37.950511,-76.636722
24577;Nathalie;VA;36.940538;-78.98017;-5;1;36.940538,-78.98017
23150;Sandston;VA;37.517804;-77.28678;-5;1;37.517804,-77.28678
23875;Prince George;VA;37.235949;-77.30259;-5;1;37.235949,-77.30259
24594;Sutherlin;VA;36.635902;-79.1968;-5;1;36.635902,-79.1968
23163;Susan;VA;37.357742;-76.30136;-5;1;37.357742,-76.30136
23237;Richmond;VA;37.406204;-77.4533;-5;1;37.406204,-77.4533
23508;Norfolk;VA;36.886447;-76.30065;-5;1;36.886447,-76.30065
23509;Norfolk;VA;36.880297;-76.2596;-5;1;36.880297,-76.2596
22079;Lorton;VA;38.695915;-77.20122;-5;1;38.695915,-77.20122
23901;Farmville;VA;37.307946;-78.40144;-5;1;37.307946,-78.40144
24260;Honaker;VA;37.02264;-81.99859000000001;-5;1;37.02264,-81.99859
23086;King William;VA;37.64375;-77.02508;-5;1;37.64375,-77.02508
22027;Dunn Loring;VA;38.893921;-77.21976;-5;1;38.893921,-77.21976
24579;Natural Bridge Station;VA;37.597531;-79.50659;-5;1;37.597531,-79.50659
22310;Alexandria;VA;38.782013;-77.12125;-5;1;38.782013,-77.12125
22448;Dahlgren;VA;38.340124;-77.03273;-5;1;38.340124,-77.03273
23602;Newport News;VA;37.115698;-76.5183;-5;1;37.115698,-76.5183
24289;Trammel;VA;37.130943;-82.344881;-5;1;37.130943,-82.344881
24472;Raphine;VA;37.936577;-79.22828;-5;1;37.936577,-79.22828
20146;Ashburn;VA;39.085309;-77.645224;-5;1;39.085309,-77.645224
22555;Stafford;VA;38.417273;-77.460814;-5;1;38.417273,-77.460814
23952;Lunenburg;VA;36.930088;-78.29215;-5;1;36.930088,-78.29215
22743;Syria;VA;38.509556;-78.33721;-5;1;38.509556,-78.33721
24121;Moneta;VA;37.145705;-79.64786;-5;1;37.145705,-79.64786
24657;Whitewood;VA;37.226416;-81.86739;-5;1;37.226416,-81.86739
24316;Broadford;VA;36.937195;-81.67617;-5;1;36.937195,-81.67617
24318;Ceres;VA;36.982193;-81.38945;-5;1;36.982193,-81.38945
24322;Cripple Creek;VA;36.820139;-81.11128;-5;1;36.820139,-81.11128
24437;Fort Defiance;VA;38.212067;-78.94563;-5;1;38.212067,-78.94563
22529;Oldhams;VA;38.006793;-76.68218;-5;1;38.006793,-76.68218
23278;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
23419;Oyster;VA;37.307411;-75.926877;-5;1;37.307411,-75.926877
22923;Barboursville;VA;38.167465;-78.3259;-5;1;38.167465,-78.3259
23922;Burkeville;VA;37.191053;-78.2117;-5;1;37.191053,-78.2117
24048;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
22552;Sparta;VA;38.009438;-77.225139;-5;1;38.009438,-77.225139
22714;Brandy Station;VA;38.512989;-77.89529;-5;1;38.512989,-77.89529
23401;Keller;VA;37.61686;-75.76512;-5;1;37.61686,-75.76512
20192;Herndon;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
23424;Rescue;VA;36.996881;-76.564516;-5;1;36.996881,-76.564516
23471;Virginia Beach;VA;36.795669;-76.012628;-5;1;36.795669,-76.012628
24258;Hiltons;VA;36.658518;-82.42645;-5;1;36.658518,-82.42645
23662;Poquoson;VA;37.131237;-76.38089;-5;1;37.131237,-76.38089
22987;White Hall;VA;38.179859;-78.618912;-5;1;38.179859,-78.618912
24070;Catawba;VA;37.361962;-80.19485;-5;1;37.361962,-80.19485
22026;Dumfries;VA;38.582319;-77.32722;-5;1;38.582319,-77.32722
23156;Shacklefords;VA;37.501267;-76.72389;-5;1;37.501267,-76.72389
23466;Virginia Beach;VA;36.795669;-76.012628;-5;1;36.795669,-76.012628
22331;Alexandria;VA;38.801342;-77.070733;-5;1;38.801342,-77.070733
24647;Shortt Gap;VA;37.287992;-82.027408;-5;1;37.287992,-82.027408
22180;Vienna;VA;38.894711;-77.25337;-5;1;38.894711,-77.25337
24128;Newport;VA;37.325758;-80.47021;-5;1;37.325758,-80.47021
20159;Hamilton;VA;39.133855;-77.662072;-5;1;39.133855,-77.662072
23327;Chesapeake;VA;36.7085;-76.278531;-5;1;36.7085,-76.278531
22832;Keezletown;VA;38.453741;-78.78234;-5;1;38.453741,-78.78234
22485;King George;VA;38.277837;-77.1642;-5;1;38.277837,-77.1642
24102;Henry;VA;36.838473;-79.99093;-5;1;36.838473,-79.99093
22185;Vienna;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
22604;Winchester;VA;39.167603;-78.168643;-5;1;39.167603,-78.168643
24151;Rocky Mount;VA;36.980013;-79.88027;-5;1;36.980013,-79.88027
24153;Salem;VA;37.288807;-80.07821;-5;1;37.288807,-80.07821
24441;Grottoes;VA;38.255747;-78.8242;-5;1;38.255747,-78.8242
23970;South Hill;VA;36.733874;-78.17287;-5;1;36.733874,-78.17287
22824;Edinburg;VA;38.828628;-78.60964;-5;1;38.828628,-78.60964
24380;Willis;VA;36.853525;-80.52024;-5;1;36.853525,-80.52024
23462;Virginia Beach;VA;36.839648;-76.15177;-5;1;36.839648,-76.15177
24023;Roanoke;VA;37.210663;-80.406172;-5;1;37.210663,-80.406172
24601;Amonate;VA;37.177549;-81.6578;-5;1;37.177549,-81.6578
20103;Dulles;VA;38.996242;-77.449952;-5;1;38.996242,-77.449952
22735;Reva;VA;38.477063;-78.17517;-5;1;38.477063,-78.17517
22846;Penn Laird;VA;38.371616;-78.79742;-5;1;38.371616,-78.79742
20109;Manassas;VA;38.790202;-77.51294;-5;1;38.790202,-77.51294
20193;Reston;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
23225;Richmond;VA;37.51918;-77.49851;-5;1;37.51918,-77.49851
24024;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
24422;Clifton Forge;VA;37.821088;-79.79619;-5;1;37.821088,-79.79619
23878;Sedley;VA;36.822024;-77.02404;-5;1;36.822024,-77.02404
23321;Chesapeake;VA;36.826239;-76.41524;-5;1;36.826239,-76.41524
24485;West Augusta;VA;38.270442;-79.33402;-5;1;38.270442,-79.33402
20119;Catlett;VA;38.639283;-77.63866;-5;1;38.639283,-77.63866
23276;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
24543;Danville;VA;36.592679;-79.410983;-5;1;36.592679,-79.410983
24563;Hurt;VA;37.071568;-79.2923;-5;1;37.071568,-79.2923
24134;Pearisburg;VA;37.291252;-80.73601;-5;1;37.291252,-80.73601
22427;Bowling Green;VA;38.042346;-77.30833;-5;1;38.042346,-77.30833
23620;Franklin;VA;36.694658;-76.965091;-5;1;36.694658,-76.965091
22402;Fredericksburg;VA;38.299613;-77.489666;-5;1;38.299613,-77.489666
23608;Newport News;VA;37.151315;-76.54812;-5;1;37.151315,-76.54812
24033;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
24019;Roanoke;VA;37.341428;-79.95049;-5;1;37.341428,-79.95049
22213;Arlington;VA;38.894457;-77.16396;-5;1;38.894457,-77.16396
24581;Norwood;VA;37.644171;-78.79447;-5;1;37.644171,-78.79447
22971;Shipman;VA;37.74747;-78.80233;-5;1;37.74747,-78.80233
24272;Nora;VA;37.008665;-82.35244;-5;1;37.008665,-82.35244
23236;Richmond;VA;37.475798;-77.58235;-5;1;37.475798,-77.58235
20182;Nokesville;VA;38.700866;-77.585708;-5;1;38.700866,-77.585708
23653;Hampton;VA;37.072658;-76.38992;-5;1;37.072658,-76.38992
24020;Roanoke;VA;37.357149;-79.94541;-5;1;37.357149,-79.94541
22312;Alexandria;VA;38.817362;-77.1537;-5;1;38.817362,-77.1537
22539;Reedville;VA;37.854233;-76.27848;-5;1;37.854233,-76.27848
24542;Danville;VA;36.579313;-79.398748;-5;1;36.579313,-79.398748
22724;Jeffersonton;VA;38.630345;-77.89777;-5;1;38.630345,-77.89777
23513;Norfolk;VA;36.888147;-76.23909;-5;1;36.888147,-76.23909
22655;Stephens City;VA;39.07814;-78.20713;-5;1;39.07814,-78.20713
23439;Suffolk;VA;36.746101;-76.665251;-5;1;36.746101,-76.665251
23408;Marionville;VA;37.424497;-75.877143;-5;1;37.424497,-75.877143
22244;Arlington;VA;38.854522;-77.052035;-5;1;38.854522,-77.052035
22932;Crozet;VA;38.116217;-78.71396;-5;1;38.116217,-78.71396
23075;Highland Springs;VA;37.543595;-77.32339;-5;1;37.543595,-77.32339
24526;Big Island;VA;37.528701;-79.39812;-5;1;37.528701,-79.39812
24063;Blacksburg;VA;37.174227;-80.395698;-5;1;37.174227,-80.395698
22101;McLean;VA;38.93276;-77.1677;-5;1;38.93276,-77.1677
23302;Assawoman;VA;37.870022;-75.53554;-5;1;37.870022,-75.53554
23927;Clarksville;VA;36.61665;-78.54018;-5;1;36.61665,-78.54018
24279;Pound;VA;37.10297;-82.59626;-5;1;37.10297,-82.59626
23070;Hardyville;VA;37.551549;-76.39294;-5;1;37.551549,-76.39294
24531;Chatham;VA;36.836822;-79.45193;-5;1;36.836822,-79.45193
23107;Maryus;VA;37.28641;-76.404783;-5;1;37.28641,-76.404783
24622;Jewell Ridge;VA;37.214471;-81.78967;-5;1;37.214471,-81.78967
22160;Springfield;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
22486;Irvington;VA;37.665713;-76.420763;-5;1;37.665713,-76.420763
24064;Blue Ridge;VA;37.373117;-79.79043;-5;1;37.373117,-79.79043
23551;Norfolk;VA;36.931166;-76.23972;-5;1;36.931166,-76.23972
22535;Port Royal;VA;38.164219;-77.18217;-5;1;38.164219,-77.18217
20128;Orlean;VA;38.741639;-77.977432;-5;1;38.741639,-77.977432
22567;Unionville;VA;38.233223;-77.91258;-5;1;38.233223,-77.91258
22622;Brucetown;VA;39.2543;-78.066373;-5;1;39.2543,-78.066373
23456;Virginia Beach;VA;36.762459;-76.06139;-5;1;36.762459,-76.06139
23942;Green Bay;VA;37.129269;-78.30107;-5;1;37.129269,-78.30107
24435;Fairfield;VA;37.871126;-79.29041;-5;1;37.871126,-79.29041
24474;Selma;VA;37.805268;-79.84752;-5;1;37.805268,-79.84752
23438;Suffolk;VA;36.578692;-76.70129;-5;1;36.578692,-76.70129
24129;New River;VA;37.096403;-80.608056;-5;1;37.096403,-80.608056
24505;Lynchburg;VA;37.400944;-79.178506;-5;1;37.400944,-79.178506
24609;Cedar Bluff;VA;37.055512;-81.76922;-5;1;37.055512,-81.76922
22488;Kinsale;VA;38.046358;-76.57924;-5;1;38.046358,-76.57924
22408;Fredericksburg;VA;38.236023;-77.46111;-5;1;38.236023,-77.46111
24030;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
20140;Rectortown;VA;38.918124;-77.87243;-5;1;38.918124,-77.87243
23882;Stony Creek;VA;36.928972;-77.41971;-5;1;36.928972,-77.41971
24243;Dryden;VA;36.780481;-82.94428;-5;1;36.780481,-82.94428
24502;Lynchburg;VA;37.362109;-79.21525;-5;1;37.362109,-79.21525
23192;Montpelier;VA;37.813901;-77.68952;-5;1;37.813901,-77.68952
24271;Nickelsville;VA;36.741128;-82.41823;-5;1;36.741128,-82.41823
20115;Marshall;VA;38.855848;-77.88174;-5;1;38.855848,-77.88174
22811;Bergton;VA;38.797789;-78.96672;-5;1;38.797789,-78.96672
23461;Virginia Beach;VA;36.795328;-75.97768;-5;1;36.795328,-75.97768
23962;Randolph;VA;37.017706;-78.73668;-5;1;37.017706,-78.73668
23669;Hampton;VA;37.037946;-76.34415;-5;1;37.037946,-76.34415
24082;Critz;VA;36.625817;-80.13542;-5;1;36.625817,-80.13542
24083;Daleville;VA;37.407301;-79.91761;-5;1;37.407301,-79.91761
24619;Horsepen;VA;37.13549;-81.563406;-5;1;37.13549,-81.563406
22903;Charlottesville;VA;38.026342;-78.5348;-5;1;38.026342,-78.5348
23110;Mattaponi;VA;37.571544;-76.78066;-5;1;37.571544,-76.78066
23518;Norfolk;VA;36.916497;-76.21796;-5;1;36.916497,-76.21796
24034;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
22954;Massies Mill;VA;37.790887;-79.00334;-5;1;37.790887,-79.00334
24549;Dry Fork;VA;36.710985;-79.48517;-5;1;36.710985,-79.48517
22746;Viewtown;VA;38.638635;-78.03061;-5;1;38.638635,-78.03061
23306;Belle Haven;VA;37.560093;-75.86182;-5;1;37.560093,-75.86182
20156;Gainesville;VA;38.721912;-77.466897;-5;1;38.721912,-77.466897
23434;Suffolk;VA;36.735893;-76.59656;-5;1;36.735893,-76.59656
22654;Star Tannery;VA;39.04494;-78.47377;-5;1;39.04494,-78.47377
24595;Sweet Briar;VA;37.556248;-79.08249;-5;1;37.556248,-79.08249
23838;Chesterfield;VA;37.328232;-77.61364;-5;1;37.328232,-77.61364
23184;Wicomico;VA;37.285188;-76.5298;-5;1;37.285188,-76.5298
23934;Cullen;VA;37.164981;-78.62592;-5;1;37.164981,-78.62592
24239;Davenport;VA;37.107474;-82.12413;-5;1;37.107474,-82.12413
22214;Arlington;VA;38.880811;-77.11295;-5;1;38.880811,-77.11295
23047;Doswell;VA;37.855002;-77.47011;-5;1;37.855002,-77.47011
22712;Bealeton;VA;38.5593;-77.75728;-5;1;38.5593,-77.75728
23851;Franklin;VA;36.668255;-76.93945;-5;1;36.668255,-76.93945
24551;Forest;VA;37.366744;-79.29977;-5;1;37.366744,-79.29977
22967;Roseland;VA;37.79151;-78.98961;-5;1;37.79151,-78.98961
23061;Gloucester;VA;37.414991;-76.52959;-5;1;37.414991,-76.52959
24634;Pilgrims Knob;VA;37.250363;-81.89766;-5;1;37.250363,-81.89766
22545;Ruby;VA;38.508611;-77.542957;-5;1;38.508611,-77.542957
22845;Orkney Springs;VA;38.788499;-78.81488;-5;1;38.788499,-78.81488
24179;Vinton;VA;37.276218;-79.8524;-5;1;37.276218,-79.8524
24557;Gretna;VA;36.971021;-79.31787;-5;1;36.971021,-79.31787
23030;Charles City;VA;37.342306;-77.0731;-5;1;37.342306,-77.0731
22210;Arlington;VA;38.880811;-77.11295;-5;1;38.880811,-77.11295
23128;North;VA;37.456363;-76.43298;-5;1;37.456363,-76.43298
24566;Keeling;VA;36.726236;-79.26279;-5;1;36.726236,-79.26279
20153;Chantilly;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
22042;Falls Church;VA;38.864669;-77.18781;-5;1;38.864669,-77.18781
23521;Norfolk;VA;36.916397;-76.1527;-5;1;36.916397,-76.1527
23642;Virginia Beach;VA;36.843073;-76.154882;-5;1;36.843073,-76.154882
22906;Charlottesville;VA;38.040101;-78.485066;-5;1;38.040101,-78.485066
23261;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
23454;Virginia Beach;VA;36.838398;-76.02862;-5;1;36.838398,-76.02862
24090;Fincastle;VA;37.512912;-79.87046;-5;1;37.512912,-79.87046
23298;Richmond;VA;37.539694;-77.42815;-5;1;37.539694,-77.42815
23336;Chincoteague Island;VA;37.934673;-75.3678;-5;1;37.934673,-75.3678
23867;Jarratt;VA;36.811276;-77.47496;-5;1;36.811276,-77.47496
24311;Atkins;VA;36.870607;-81.40497;-5;1;36.870607,-81.40497
24028;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
24373;Seven Mile Ford;VA;36.826371;-81.549231;-5;1;36.826371,-81.549231
20142;Round Hill;VA;39.130665;-77.774665;-5;1;39.130665,-77.774665
23072;Hayes;VA;37.288999;-76.47393;-5;1;37.288999,-76.47393
24317;Cana;VA;36.609475;-80.67102;-5;1;36.609475,-80.67102
23505;Norfolk;VA;36.913147;-76.28444;-5;1;36.913147,-76.28444
24124;Narrows;VA;37.331818;-80.80847;-5;1;37.331818,-80.80847
22150;Springfield;VA;38.778243;-77.18562;-5;1;38.778243,-77.18562
23628;Newport News;VA;37.195924;-76.524805;-5;1;37.195924,-76.524805
24444;Iron Gate;VA;37.799435;-79.790895;-5;1;37.799435,-79.790895
24486;Weyers Cave;VA;38.290722;-78.92423;-5;1;38.290722,-78.92423
22740;Sperryville;VA;38.636896;-78.24;-5;1;38.636896,-78.24
